,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
103,1,f_0_0.14,191.00,302.00,111.00,0,0.00
104,1,f_0_3.15,123.00,305.00,182.00,1,3.00
105,1,f_0_3.18,148.00,308.00,160.00,2,10.00
106,1,f_0_5.18,148.00,308.00,160.00,3,20.00
107,1,f_0_3.17,140.00,310.00,170.00,0,0.00
108,1,f_0_1.15,205.00,311.00,106.00,0,0.00
109,1,f_0_4.28,230.00,313.00,83.00,3,10.00
110,1,f_0_2.13,178.00,314.00,136.00,1,3.00
111,1,f_0_4.29,238.00,314.00,76.00,2,5.00
112,1,f_0_3.19,156.00,319.00,163.00,3,11.00
113,1,f_0_3.21,172.00,321.00,149.00,2,6.00
114,1,f_0_5.20,164.00,323.00,159.00,2,4.00
115,1,f_0_4.30,246.00,323.00,77.00,2,4.00
116,1,f_0_5.21,172.00,325.00,153.00,1,6.00
117,1,f_0_1.16,219.00,327.00,108.00,1,5.00
118,1,f_0_3.20,164.00,328.00,164.00,1,1.00
119,1,f_0_2.15,205.00,330.00,125.00,1,3.00
120,1,f_0_5.17,140.00,331.00,191.00,3,10.00
121,1,f_0_4.31,254.00,333.00,79.00,2,10.00
122,1,f_0_5.23,189.00,335.00,146.00,1,2.00
123,1,f_0_4.32,262.00,335.00,73.00,0,0.00
124,1,f_0_1.17,232.00,338.00,106.00,1,5.00
125,1,f_0_3.22,181.00,341.00,160.00,1,4.00
126,1,f_0_0.15,205.00,341.00,136.00,2,12.00
127,1,f_0_1.18,246.00,342.00,96.00,0,0.00
128,1,f_0_3.23,189.00,343.00,154.00,1,1.00
129,1,f_0_5.19,156.00,345.00,189.00,2,13.00
130,1,f_0_2.14,191.00,349.00,158.00,1,3.00
131,1,f_0_5.22,181.00,352.00,171.00,1,12.00
132,1,f_0_4.33,271.00,353.00,82.00,2,14.00
133,1,f_0_2.16,219.00,360.00,141.00,3,17.00
134,1,f_0_3.25,205.00,361.00,156.00,0,0.00
135,1,f_0_2.17,232.00,365.00,133.00,4,16.00
136,1,f_0_1.19,260.00,367.00,107.00,0,0.00
137,1,f_0_4.34,279.00,368.00,89.00,2,17.00
138,1,f_0_0.16,219.00,369.00,150.00,2,6.00
139,1,f_0_4.35,287.00,370.00,83.00,4,14.00
140,1,f_0_5.24,197.00,371.00,174.00,2,10.00
141,1,f_0_0.17,232.00,371.00,139.00,1,1.00
142,1,f_0_4.36,295.00,371.00,76.00,2,3.00
143,1,f_0_5.25,205.00,372.00,167.00,1,1.00
144,1,f_0_1.20,273.00,376.00,103.00,2,3.00
145,1,f_0_3.24,197.00,379.00,182.00,2,11.00
146,1,f_0_5.27,221.00,383.00,162.00,3,12.00
147,1,f_0_2.18,246.00,387.00,141.00,1,7.00
148,1,f_1_4.0,300.00,388.00,88.00,2,13.00
149,1,f_1_4.1,305.00,390.00,85.00,2,11.00
150,1,f_1_4.2,310.00,391.00,81.00,3,9.00
151,1,f_0_3.26,213.00,393.00,180.00,1,11.00
152,1,f_1_4.3,315.00,393.00,78.00,2,3.00
153,1,f_0_5.26,213.00,395.00,182.00,2,6.00
154,1,f_0_3.27,221.00,395.00,174.00,1,7.00
155,1,f_0_3.28,230.00,398.00,168.00,5,19.00
156,1,f_0_1.21,287.00,398.00,111.00,2,6.00
157,1,f_1_4.4,319.00,403.00,84.00,3,16.00
158,1,f_0_3.29,238.00,404.00,166.00,2,9.00
159,1,f_1_4.5,324.00,404.00,80.00,2,13.00
160,1,f_0_0.18,246.00,406.00,160.00,3,14.00
161,1,f_0_2.19,260.00,406.00,146.00,4,14.00
162,1,f_0_3.30,246.00,411.00,165.00,1,1.00
163,1,f_0_5.29,238.00,413.00,175.00,6,24.00
164,1,f_0_2.20,273.00,413.00,140.00,5,10.00
165,1,f_0_3.31,254.00,415.00,161.00,2,14.00
166,1,f_0_5.31,254.00,415.00,161.00,2,10.00
167,1,f_1_1.0,300.00,415.00,115.00,2,4.00
168,1,f_0_5.28,230.00,416.00,186.00,4,31.00
169,1,f_0_1.22,300.00,417.00,117.00,1,3.00
170,1,f_0_5.32,262.00,418.00,156.00,2,4.00
171,1,f_1_1.1,308.00,419.00,111.00,1,1.00
172,1,f_0_5.30,246.00,421.00,175.00,2,17.00
173,1,f_1_4.6,329.00,423.00,94.00,4,13.00
174,1,f_1_4.7,333.00,424.00,91.00,3,11.00
175,1,f_1_4.8,338.00,426.00,88.00,3,8.00
176,1,f_1_4.9,343.00,428.00,85.00,2,2.00
177,1,f_0_0.19,260.00,430.00,170.00,3,42.00
178,1,f_0_3.32,262.00,430.00,168.00,1,4.00
179,1,f_0_3.33,271.00,432.00,161.00,0,0.00
180,1,f_1_1.2,316.00,437.00,121.00,2,5.00
181,1,f_0_5.33,271.00,443.00,172.00,3,21.00
182,1,f_0_5.35,287.00,445.00,158.00,1,4.00
183,1,f_0_0.20,273.00,446.00,173.00,4,40.00
184,1,f_0_2.21,287.00,446.00,159.00,2,10.00
185,1,f_1_1.3,324.00,446.00,122.00,3,18.00
186,1,f_1_1.4,332.00,447.00,115.00,1,12.00
187,1,f_0_0.21,287.00,448.00,161.00,4,24.00
188,1,f_1_4.10,347.00,448.00,101.00,4,22.00
189,1,f_1_0.2,316.00,450.00,134.00,2,7.00
190,1,f_0_3.34,279.00,452.00,173.00,1,23.00
191,1,f_0_5.36,295.00,453.00,158.00,3,13.00
192,1,f_1_1.5,340.00,453.00,113.00,1,7.00
193,1,f_0_3.35,287.00,454.00,167.00,2,14.00
194,1,f_1_5.0,300.00,455.00,155.00,2,2.00
195,1,f_1_2.0,300.00,456.00,156.00,2,11.00
196,1,f_0_2.22,300.00,458.00,158.00,2,10.00
197,1,f_1_5.2,310.00,461.00,151.00,1,2.00
198,1,f_1_4.11,352.00,463.00,111.00,5,30.00
199,1,f_1_0.0,300.00,465.00,165.00,4,29.00
200,1,f_1_1.6,347.00,466.00,119.00,2,15.00
201,1,f_1_3.0,300.00,468.00,168.00,2,12.00
202,1,f_1_0.3,324.00,468.00,144.00,1,7.00
203,1,f_1_5.1,305.00,473.00,168.00,1,7.00
204,1,f_1_4.12,357.00,473.00,116.00,7,31.00
205,1,f_0_5.34,279.00,475.00,196.00,3,24.00
206,1,f_1_4.13,361.00,475.00,114.00,5,23.00
207,1,f_1_4.14,366.00,476.00,110.00,4,24.00
208,1,f_1_4.15,371.00,478.00,107.00,5,22.00
209,1,f_1_5.3,315.00,480.00,165.00,1,1.00
210,1,f_1_0.4,332.00,480.00,148.00,2,16.00
211,1,f_1_2.1,308.00,481.00,173.00,4,23.00
212,1,f_1_1.7,355.00,481.00,126.00,3,25.00
213,1,f_0_0.22,300.00,482.00,182.00,5,45.00
214,1,f_1_5.4,319.00,482.00,163.00,0,0.00
215,1,f_1_5.5,324.00,485.00,161.00,0,0.00
216,1,f_0_3.36,295.00,486.00,191.00,3,25.00
217,1,f_1_1.8,363.00,486.00,123.00,4,21.00
218,1,f_1_1.9,371.00,487.00,116.00,3,18.00
219,1,f_1_2.5,340.00,491.00,151.00,3,15.00
220,1,f_1_4.16,375.00,493.00,118.00,5,24.00
221,1,f_1_3.3,315.00,495.00,180.00,2,4.00
222,1,f_1_2.2,316.00,495.00,179.00,3,32.00
223,1,f_1_5.6,329.00,498.00,169.00,2,8.00
224,1,f_1_5.7,333.00,499.00,166.00,2,7.00
225,1,f_1_3.1,305.00,505.00,200.00,6,20.00
226,1,f_1_3.2,310.00,506.00,196.00,6,18.00
227,1,f_1_4.17,380.00,508.00,128.00,6,35.00
228,1,f_1_3.4,319.00,509.00,190.00,3,12.00
229,1,f_1_1.10,379.00,509.00,130.00,2,23.00
230,1,f_1_4.18,385.00,510.00,125.00,5,25.00
231,1,f_1_1.11,386.00,511.00,125.00,3,14.00
232,1,f_1_0.5,340.00,512.00,172.00,3,25.00
233,1,f_1_5.8,338.00,513.00,175.00,4,13.00
234,1,f_1_0.1,308.00,516.00,208.00,4,38.00
235,1,f_1_2.3,324.00,518.00,194.00,5,32.00
236,1,f_1_0.6,347.00,518.00,171.00,1,38.00
237,1,f_1_2.4,332.00,520.00,188.00,6,30.00
238,1,f_1_0.8,363.00,520.00,157.00,2,12.00
239,1,f_1_2.6,347.00,522.00,175.00,5,17.00
240,1,f_1_5.9,343.00,523.00,180.00,2,14.00
241,1,f_1_4.19,389.00,523.00,134.00,5,33.00
242,1,f_1_2.7,355.00,524.00,169.00,4,21.00
243,1,f_1_4.20,394.00,524.00,130.00,4,26.00
244,1,f_1_5.10,347.00,525.00,178.00,2,12.00
245,1,f_1_2.8,363.00,525.00,162.00,3,18.00
246,1,f_1_5.11,352.00,526.00,174.00,3,12.00
247,1,f_1_0.9,371.00,527.00,156.00,3,10.00
248,1,f_1_1.12,394.00,527.00,133.00,2,14.00
249,1,f_1_3.5,324.00,528.00,204.00,6,22.00
250,1,f_1_3.6,329.00,532.00,203.00,6,19.00
251,1,f_1_0.7,355.00,533.00,178.00,1,9.00
252,1,f_1_0.10,379.00,535.00,156.00,2,10.00
253,1,f_1_5.13,361.00,537.00,176.00,0,0.00
254,1,f_1_1.13,402.00,537.00,135.00,4,29.00
255,1,f_1_4.21,399.00,538.00,139.00,6,40.00
256,1,f_1_5.12,357.00,539.00,182.00,3,11.00
257,1,f_1_1.14,410.00,539.00,129.00,3,20.00
258,1,f_1_5.16,375.00,541.00,166.00,4,14.00
259,1,f_1_1.15,418.00,541.00,123.00,3,16.00
260,1,f_1_2.9,371.00,542.00,171.00,3,20.00
261,1,f_1_3.7,333.00,543.00,210.00,5,21.00
262,1,f_1_3.8,338.00,544.00,206.00,3,14.00
263,1,f_1_1.16,425.00,544.00,119.00,2,17.00
264,1,f_1_2.10,379.00,555.00,176.00,3,20.00
265,1,f_1_5.14,366.00,558.00,192.00,5,17.00
266,1,f_1_4.22,403.00,559.00,156.00,8,50.00
267,1,f_1_3.9,343.00,560.00,217.00,5,26.00
268,1,f_1_4.23,408.00,560.00,152.00,7,41.00
269,1,f_1_1.17,433.00,560.00,127.00,4,25.00
270,1,f_1_3.11,352.00,561.00,209.00,4,15.00
271,1,f_1_0.11,386.00,562.00,176.00,3,35.00
272,1,f_1_4.24,413.00,562.00,149.00,7,49.00
273,1,f_1_1.18,441.00,562.00,121.00,3,20.00
274,1,f_1_4.25,417.00,563.00,146.00,7,48.00
275,1,f_1_2.11,386.00,564.00,178.00,5,18.00
276,1,f_1_3.12,357.00,566.00,209.00,3,8.00
277,1,f_1_2.12,394.00,566.00,172.00,3,14.00
278,1,f_1_3.13,361.00,568.00,207.00,3,5.00
279,1,f_1_3.14,366.00,569.00,203.00,7,26.00
280,1,f_1_3.10,347.00,574.00,227.00,4,17.00
281,1,f_1_5.22,403.00,577.00,174.00,2,10.00
282,1,f_1_1.19,449.00,577.00,128.00,2,10.00
283,1,f_1_5.23,408.00,578.00,170.00,3,13.00
284,1,f_1_4.26,422.00,578.00,156.00,10,43.00
285,1,f_1_1.20,457.00,579.00,122.00,2,10.00
286,1,f_1_3.15,371.00,580.00,209.00,5,31.00
287,1,f_1_5.24,413.00,580.00,167.00,2,7.00
288,1,f_1_3.19,389.00,582.00,193.00,4,22.00
289,1,f_1_5.25,417.00,582.00,165.00,2,3.00
290,1,f_1_5.15,371.00,583.00,212.00,7,39.00
291,1,f_1_0.12,394.00,585.00,191.00,4,27.00
292,1,f_1_3.20,394.00,586.00,192.00,4,12.00
293,1,f_1_2.13,402.00,586.00,184.00,6,30.00
294,1,f_1_3.21,399.00,588.00,189.00,4,13.00
295,1,f_1_0.13,402.00,588.00,186.00,6,23.00
296,1,f_1_4.27,427.00,588.00,161.00,8,37.00
297,1,f_1_3.22,403.00,590.00,187.00,3,10.00
298,1,f_1_0.14,410.00,590.00,180.00,6,21.00
299,1,f_1_4.28,431.00,590.00,159.00,7,34.00
300,1,f_1_3.23,408.00,591.00,183.00,4,17.00
301,1,f_1_2.14,410.00,592.00,182.00,5,24.00
302,1,f_1_4.29,436.00,592.00,156.00,7,35.00
303,1,f_1_4.30,441.00,593.00,152.00,8,33.00
304,1,f_1_5.26,422.00,596.00,174.00,3,13.00
305,1,f_1_1.21,464.00,596.00,132.00,4,24.00
306,1,f_1_0.15,418.00,598.00,180.00,4,17.00
307,1,f_1_3.16,375.00,599.00,224.00,5,40.00
308,1,f_1_1.22,472.00,599.00,127.00,2,19.00
309,1,f_1_5.27,427.00,600.00,173.00,2,6.00
310,1,f_1_1.23,480.00,601.00,121.00,4,14.00
311,1,f_1_5.18,385.00,603.00,218.00,8,38.00
312,1,f_1_1.24,488.00,603.00,115.00,2,8.00
313,1,f_1_5.17,380.00,608.00,228.00,7,24.00
314,1,f_1_4.31,445.00,608.00,163.00,7,34.00
315,1,f_1_5.19,389.00,610.00,221.00,6,33.00
316,1,f_1_0.16,425.00,610.00,185.00,6,28.00
317,1,f_1_4.32,450.00,610.00,160.00,7,31.00
318,1,f_1_2.15,418.00,611.00,193.00,5,33.00
319,1,f_1_5.28,431.00,611.00,180.00,4,18.00
320,1,f_1_3.24,413.00,612.00,199.00,3,14.00
321,1,f_1_4.33,455.00,612.00,157.00,6,33.00
322,1,f_1_2.16,425.00,613.00,188.00,3,26.00
323,1,f_1_0.17,433.00,613.00,180.00,7,17.00
324,1,f_1_4.34,459.00,614.00,155.00,7,35.00
325,1,f_1_1.25,496.00,616.00,120.00,2,9.00
326,1,f_1_5.29,436.00,618.00,182.00,2,23.00
327,1,f_1_5.30,441.00,622.00,181.00,2,4.00
328,1,f_1_3.17,380.00,624.00,244.00,6,56.00
329,1,f_1_5.31,445.00,624.00,179.00,1,2.00
330,1,f_1_0.18,441.00,627.00,186.00,4,17.00
331,1,f_1_4.35,464.00,628.00,164.00,7,41.00
332,1,f_1_0.19,449.00,629.00,180.00,4,12.00
333,1,f_1_4.36,469.00,630.00,161.00,7,39.00
334,1,f_1_4.37,473.00,631.00,158.00,6,33.00
335,1,f_1_1.26,504.00,632.00,128.00,2,18.00
336,1,f_1_3.25,417.00,633.00,216.00,5,31.00
337,1,f_1_2.17,433.00,633.00,200.00,3,33.00
338,1,f_1_0.20,457.00,633.00,176.00,3,9.00
339,1,f_1_4.38,478.00,633.00,155.00,7,28.00
340,1,f_1_0.21,464.00,634.00,170.00,2,5.00
341,1,f_1_1.27,511.00,634.00,123.00,4,19.00
342,1,f_1_3.26,422.00,635.00,213.00,5,27.00
343,1,f_1_2.18,441.00,635.00,194.00,3,28.00
344,1,f_1_5.20,394.00,636.00,242.00,9,33.00
345,1,f_1_3.27,427.00,636.00,209.00,5,25.00
346,1,f_1_3.28,431.00,638.00,207.00,3,12.00
347,1,f_1_0.22,472.00,642.00,170.00,4,16.00
348,1,f_1_4.39,483.00,643.00,160.00,7,33.00
349,1,f_1_3.18,385.00,644.00,259.00,7,71.00
350,1,f_1_5.32,450.00,644.00,194.00,2,14.00
351,1,f_1_1.28,519.00,645.00,126.00,3,22.00
352,1,f_1_5.33,455.00,646.00,191.00,2,17.00
353,1,f_1_2.19,449.00,648.00,199.00,3,22.00
354,1,f_1_5.34,459.00,649.00,190.00,3,18.00
355,1,f_1_2.20,457.00,650.00,193.00,3,19.00
356,1,f_1_2.21,464.00,652.00,188.00,3,18.00
357,1,f_1_4.40,487.00,653.00,166.00,8,42.00
358,1,f_1_0.23,480.00,655.00,175.00,5,26.00
359,1,f_1_0.24,488.00,659.00,171.00,4,16.00
360,1,f_1_1.29,527.00,661.00,134.00,4,34.00
361,1,f_1_5.35,464.00,663.00,199.00,4,34.00
362,1,f_1_1.30,535.00,663.00,128.00,3,18.00
363,1,f_1_5.36,469.00,666.00,197.00,4,20.00
364,1,f_1_2.22,472.00,667.00,195.00,7,29.00
365,1,f_1_3.29,436.00,668.00,232.00,8,36.00
366,1,f_1_4.41,492.00,668.00,176.00,9,52.00
367,1,f_1_3.30,441.00,669.00,228.00,7,34.00
368,1,f_1_5.37,473.00,669.00,196.00,4,14.00
369,1,f_1_4.42,497.00,670.00,173.00,8,42.00
370,1,f_1_5.38,478.00,671.00,193.00,4,11.00
371,1,f_1_4.43,502.00,671.00,169.00,7,34.00
372,1,f_1_3.31,445.00,672.00,227.00,4,21.00
373,1,f_1_5.21,399.00,673.00,274.00,10,69.00
374,1,f_1_3.32,450.00,673.00,223.00,4,14.00
375,1,f_1_4.44,506.00,673.00,167.00,7,38.00
376,1,f_1_4.45,511.00,674.00,163.00,7,33.00
377,1,f_1_0.27,511.00,676.00,165.00,3,18.00
378,1,f_1_1.31,543.00,677.00,134.00,2,11.00
379,1,f_1_1.32,550.00,679.00,129.00,2,13.00
380,1,f_1_3.39,483.00,680.00,197.00,3,15.00
381,1,f_1_1.33,558.00,681.00,123.00,2,12.00
382,1,f_1_3.33,455.00,683.00,228.00,6,23.00
383,1,f_1_5.39,483.00,683.00,200.00,5,37.00
384,1,f_1_2.29,527.00,686.00,159.00,3,6.00
385,1,f_1_4.46,516.00,688.00,172.00,8,43.00
386,1,f_1_2.30,535.00,688.00,153.00,1,4.00
387,1,f_1_0.25,496.00,689.00,193.00,5,38.00
388,1,f_1_4.47,520.00,690.00,170.00,8,37.00
389,1,f_1_2.24,488.00,691.00,203.00,8,48.00
390,1,f_1_4.48,525.00,692.00,167.00,8,29.00
391,1,f_1_2.25,496.00,693.00,197.00,7,33.00
392,1,f_1_4.49,530.00,694.00,164.00,6,23.00
393,1,f_1_2.23,480.00,697.00,217.00,7,54.00
394,1,f_1_3.44,506.00,697.00,191.00,4,22.00
395,1,f_1_1.34,566.00,697.00,131.00,3,16.00
396,1,f_1_3.34,459.00,698.00,239.00,7,31.00
397,1,f_1_5.40,487.00,698.00,211.00,6,47.00
398,1,f_1_1.35,574.00,699.00,125.00,2,10.00
399,1,f_1_3.35,464.00,700.00,236.00,6,20.00
400,1,f_1_5.41,492.00,701.00,209.00,6,40.00
401,1,f_1_2.31,543.00,701.00,158.00,3,14.00
402,1,f_1_4.50,534.00,703.00,169.00,8,24.00
403,1,f_1_0.30,535.00,703.00,168.00,1,25.00
404,1,f_1_3.45,511.00,704.00,193.00,4,29.00
405,1,f_1_5.42,497.00,705.00,208.00,5,29.00
406,1,f_1_4.51,539.00,705.00,166.00,6,21.00
407,1,f_1_4.52,544.00,707.00,163.00,7,16.00
408,1,f_1_4.53,548.00,709.00,161.00,4,8.00
409,1,f_1_3.36,469.00,712.00,243.00,5,35.00
410,1,f_1_2.26,504.00,712.00,208.00,8,47.00
411,1,f_1_3.37,473.00,714.00,241.00,6,42.00
412,1,f_1_5.43,502.00,714.00,212.00,6,23.00
413,1,f_1_2.27,511.00,714.00,203.00,7,44.00
414,1,f_1_3.38,478.00,715.00,237.00,6,42.00
415,1,f_1_1.36,582.00,717.00,135.00,3,16.00
416,1,f_1_0.31,543.00,718.00,175.00,3,30.00
417,1,f_1_4.54,553.00,718.00,165.00,4,10.00
418,1,f_1_2.32,550.00,719.00,169.00,5,22.00
419,1,f_1_1.37,589.00,719.00,130.00,2,16.00
420,1,f_1_4.55,558.00,720.00,162.00,4,14.00
421,1,f_1_2.33,558.00,721.00,163.00,5,24.00
422,1,f_1_0.33,558.00,722.00,164.00,3,14.00
423,1,f_1_4.56,562.00,722.00,160.00,3,12.00
424,1,f_1_1.38,597.00,722.00,125.00,2,8.00
425,1,f_1_5.44,506.00,723.00,217.00,6,25.00
426,1,f_1_0.34,566.00,724.00,158.00,4,9.00
427,1,f_1_4.57,567.00,724.00,157.00,3,11.00
428,1,f_2_1.0,600.00,724.00,124.00,2,4.00
429,1,f_1_5.45,511.00,725.00,214.00,6,18.00
430,1,f_2_1.1,607.00,725.00,118.00,2,3.00
431,1,f_1_2.34,566.00,726.00,160.00,2,4.00
432,1,f_1_0.28,519.00,727.00,208.00,6,45.00
433,1,f_2_1.2,613.00,727.00,114.00,1,6.00
434,1,f_1_3.40,487.00,728.00,241.00,7,49.00
435,1,f_1_2.35,574.00,729.00,155.00,1,1.00
436,1,f_1_5.52,544.00,730.00,186.00,5,22.00
437,1,f_1_5.53,548.00,732.00,184.00,4,22.00
438,1,f_1_0.35,574.00,733.00,159.00,2,7.00
439,1,f_1_2.36,582.00,733.00,151.00,2,3.00
440,1,f_1_3.46,516.00,735.00,219.00,4,24.00
441,1,f_1_2.28,519.00,736.00,217.00,6,63.00
442,1,f_1_3.47,520.00,737.00,217.00,4,17.00
443,1,f_1_0.29,527.00,737.00,210.00,8,41.00
444,1,f_1_5.46,516.00,738.00,222.00,6,22.00
445,1,f_1_4.58,572.00,738.00,166.00,5,16.00
446,1,f_1_3.48,525.00,739.00,214.00,5,21.00
447,1,f_1_4.59,576.00,740.00,164.00,5,15.00
448,1,f_1_5.47,520.00,741.00,221.00,4,18.00
449,1,f_1_3.49,530.00,741.00,211.00,7,27.00
450,1,f_1_4.60,581.00,742.00,161.00,3,9.00
451,1,f_2_1.3,619.00,742.00,123.00,2,12.00
452,1,f_1_5.48,525.00,743.00,218.00,4,23.00
453,1,f_1_4.61,586.00,743.00,157.00,2,11.00
454,1,f_2_1.4,625.00,744.00,119.00,2,11.00
455,1,f_1_0.26,504.00,745.00,241.00,5,69.00
456,1,f_1_5.49,530.00,746.00,216.00,6,27.00
457,1,f_2_1.5,631.00,746.00,115.00,1,2.00
458,1,f_1_2.37,589.00,747.00,158.00,2,17.00
459,1,f_1_3.41,492.00,748.00,256.00,6,64.00
460,1,f_1_5.50,534.00,750.00,216.00,4,13.00
461,1,f_1_5.54,553.00,753.00,200.00,4,29.00
462,1,f_2_1.6,637.00,753.00,116.00,1,4.00
463,1,f_1_2.38,597.00,754.00,157.00,1,1.00
